Zone,Area,Crime_Type,Time,Date,Status
South Nagpur,Mangalwari,Robbery,08:30,2025-02-23,Pending
North Nagpur,Indora,Fraud,13:00,2025-01-25,Pending
South Nagpur,Hudkeshwar,Harassment,07:00,2025-02-17,Resolved
South Nagpur,Mangalwari,Chain Snatching,09:15,2025-06-01,Pending
North Nagpur,Panchpaoli,Robbery,08:45,2025-06-06,Resolved
West Nagpur,Dharampeth,Theft,13:00,2025-03-17,Resolved
East Nagpur,Itwari,Assault,16:00,2025-02-03,Resolved
West Nagpur,Wadi,Harassment,13:45,2025-03-09,Pending
North Nagpur,Mankapur,Robbery,17:00,2025-03-13,Resolved
West Nagpur,Bharat Nagar,Robbery,06:45,2025-05-21,Pending
South Nagpur,Mangalwari,Theft,17:30,2025-03-08,Pending
North Nagpur,Mankapur,Harassment,00:00,2025-02-09,Resolved
South Nagpur,Ajni,,21:15,2025-06-30,Resolved
East Nagpur,Gandhibagh,Theft,13:30,2025-06-28,Resolved
West Nagpur,Gittikhadan,Robbery,01:15,2025-03-19,Resolved
North Nagpur,Mankapur,Theft,11:30,2025-05-24,Resolved
West Nagpur,Wadi,Theft,16:30,2025-03-14,Pending
East Nagpur,Gandhibagh,Fraud,22:00,2025-02-07,Resolved
West Nagpur,Gittikhadan,Robbery,23:45,2025-04-12,Resolved
West Nagpur,Dharampeth,Harassment,18:15,2025-01-16,Pending
South Nagpur,Ajni,Theft,23:15,2025-06-07,Resolved
East Nagpur,Itwari,Theft,15:30,2025-01-07,Resolved
West Nagpur,Bharat Nagar,Assault,01:00,2025-05-28,Pending
West Nagpur,Dharampeth,Harassment,14:00,2025-03-30,Pending
North Nagpur,Mankapur,Harassment,20:15,2025-03-14,Pending
East Nagpur,Gandhibagh,Fraud,17:45,2025-06-02,Pending
West Nagpur,Wadi,Assault,16:15,2025-03-16,Pending
West Nagpur,Wadi,Assault,05:30,2025-02-20,Pending
South Nagpur,Sakkardara,Robbery,12:15,2025-02-06,Resolved
South Nagpur,Mangalwari,Assault,08:00,2025-01-16,Resolved
West Nagpur,Gittikhadan,Chain Snatching,10:30,2025-03-10,Pending
South Nagpur,Mangalwari,Robbery,20:00,2025-05-10,Resolved
East Nagpur,Itwari,Chain Snatching,19:30,,Resolved
East Nagpur,Hanuman Nagar,Fraud,21:00,2025-04-04,Resolved
West Nagpur,Bharat Nagar,Chain Snatching,00:30,2025-02-02,Resolved
South Nagpur,Sakkardara,Robbery,05:30,2025-03-19,Resolved
West Nagpur,Dharampeth,Harassment,20:45,2025-01-28,Pending
South Nagpur,Sakkardara,Harassment,08:00,2025-03-18,Resolved
South Nagpur,Mangalwari,Fraud,01:45,2025-01-29,Resolved
West Nagpur,Gittikhadan,Robbery,23:45,2025-07-02,Resolved
East Nagpur,Gandhibagh,Harassment,00:30,2025-01-22,Resolved
West Nagpur,Gittikhadan,Harassment,20:30,2025-03-26,Pending
West Nagpur,Bharat Nagar,Theft,23:45,2025-01-18,Pending
East Nagpur,Hanuman Nagar,Harassment,11:00,2025-01-23,Pending
South Nagpur,Sakkardara,Robbery,12:45,2025-05-14,Resolved
North Nagpur,Indora,Theft,04:45,2025-02-13,Resolved
West Nagpur,Wadi,Harassment,04:15,2025-06-20,Pending
North Nagpur,Indora,Fraud,,2025-05-24,Pending
West Nagpur,Bharat Nagar,Chain Snatching,23:00,2025-03-14,Resolved
East Nagpur,Gandhibagh,Harassment,06:30,2025-07-07,Pending
West Nagpur,Bharat Nagar,Chain Snatching,18:15,2025-07-02,Pending
South Nagpur,Hudkeshwar,Theft,14:45,2025-04-11,Pending
South Nagpur,Sakkardara,Fraud,01:30,2025-03-03,Pending
East Nagpur,Itwari,Harassment,09:30,2025-05-24,Pending
South Nagpur,Sakkardara,Theft,,2025-02-13,Pending
East Nagpur,Itwari,Chain Snatching,02:45,2025-01-31,Pending
East Nagpur,Hanuman Nagar,Fraud,03:00,2025-05-26,Pending
North Nagpur,Mankapur,Robbery,10:00,2025-01-10,Resolved
South Nagpur,Hudkeshwar,Theft,12:15,2025-03-15,Pending
North Nagpur,Panchpaoli,Chain Snatching,17:00,2025-03-30,Pending
North Nagpur,Panchpaoli,Assault,23:30,2025-02-16,Resolved
North Nagpur,Panchpaoli,Assault,08:00,,Resolved
South Nagpur,Hudkeshwar,Chain Snatching,10:00,2025-02-09,Resolved
East Nagpur,Gandhibagh,Harassment,13:30,2025-05-14,Resolved
West Nagpur,Gittikhadan,Harassment,16:15,2025-03-12,Pending
South Nagpur,Mangalwari,Robbery,00:15,2025-02-17,Resolved
North Nagpur,Panchpaoli,Harassment,11:15,2025-02-03,Pending
East Nagpur,Gandhibagh,Harassment,21:00,,Resolved
South Nagpur,Mangalwari,Harassment,09:45,2025-06-19,Pending
East Nagpur,Hanuman Nagar,Chain Snatching,06:15,2025-05-23,Resolved
South Nagpur,Mangalwari,Robbery,,2025-04-30,Pending
East Nagpur,Itwari,Assault,12:00,2025-05-25,Resolved
West Nagpur,Wadi,Theft,22:45,2025-03-09,Pending
North Nagpur,Mankapur,Harassment,15:15,2025-05-28,Resolved
South Nagpur,Hudkeshwar,Assault,19:30,2025-04-23,Pending
East Nagpur,Itwari,Robbery,18:15,2025-03-18,Pending
North Nagpur,Indora,Fraud,14:45,2025-03-23,Resolved
North Nagpur,Panchpaoli,Fraud,04:45,2025-03-22,Pending
West Nagpur,Gittikhadan,Robbery,04:30,2025-03-20,Resolved
West Nagpur,Bharat Nagar,Theft,04:30,2025-04-18,Resolved
East Nagpur,Lakadganj,Robbery,06:00,2025-05-25,Resolved
East Nagpur,Lakadganj,Chain Snatching,04:15,2025-03-11,Resolved
East Nagpur,Hanuman Nagar,Chain Snatching,22:15,2025-01-21,Pending
South Nagpur,Mangalwari,Theft,12:00,2025-07-02,Resolved
East Nagpur,Lakadganj,Robbery,10:30,2025-04-25,Resolved
South Nagpur,Sakkardara,Assault,18:15,2025-02-22,Pending
West Nagpur,Gittikhadan,Assault,20:45,2025-04-18,Pending
South Nagpur,Hudkeshwar,Assault,00:30,2025-06-14,Pending
West Nagpur,Gittikhadan,Robbery,19:45,2025-02-10,Pending
North Nagpur,Panchpaoli,Theft,08:45,2025-06-11,Pending
East Nagpur,Hanuman Nagar,Theft,10:30,2025-04-03,Resolved
East Nagpur,Itwari,Assault,22:00,2025-04-05,Pending
South Nagpur,Hudkeshwar,Chain Snatching,16:30,2025-06-11,Pending
West Nagpur,Dharampeth,Chain Snatching,23:45,2025-04-22,Resolved
South Nagpur,Mangalwari,Fraud,18:15,2025-04-10,Resolved
South Nagpur,Ajni,Theft,11:00,2025-01-15,Resolved
East Nagpur,Gandhibagh,Robbery,05:15,2025-02-18,Resolved
South Nagpur,Mangalwari,Fraud,15:45,2025-06-28,Pending
West Nagpur,Dharampeth,Chain Snatching,08:15,2025-05-26,Resolved
East Nagpur,Hanuman Nagar,Harassment,08:30,2025-01-21,Pending
West Nagpur,Dharampeth,Theft,23:45,2025-03-23,Pending
East Nagpur,Lakadganj,Fraud,05:30,2025-06-02,Resolved
West Nagpur,Gittikhadan,Harassment,15:30,,Resolved
South Nagpur,Ajni,Chain Snatching,06:45,2025-02-09,Resolved
South Nagpur,Mangalwari,Harassment,19:30,2025-01-30,Pending
North Nagpur,Panchpaoli,Robbery,21:45,2025-05-22,Resolved
East Nagpur,Itwari,Fraud,13:45,2025-06-02,Resolved
West Nagpur,Dharampeth,Harassment,19:00,2025-06-24,Resolved
South Nagpur,Ajni,Assault,00:15,2025-05-27,Pending
South Nagpur,Hudkeshwar,Theft,07:45,2025-06-23,Pending
South Nagpur,Mangalwari,Assault,15:45,2025-05-31,Resolved
East Nagpur,Lakadganj,Harassment,02:15,2025-03-14,Resolved
North Nagpur,Panchpaoli,Assault,08:15,2025-02-24,Pending
West Nagpur,Wadi,Theft,01:00,2025-03-20,Pending
South Nagpur,Sakkardara,Robbery,09:00,2025-03-21,Resolved
North Nagpur,Jaripatka,Chain Snatching,05:45,2025-01-18,Pending
West Nagpur,Wadi,Assault,00:00,2025-04-09,Pending
South Nagpur,Sakkardara,Chain Snatching,01:00,,Pending
East Nagpur,Itwari,Robbery,08:45,,Resolved
South Nagpur,Mangalwari,Assault,16:00,2025-05-22,Pending
East Nagpur,Lakadganj,Fraud,21:45,,Pending
East Nagpur,Hanuman Nagar,Robbery,08:45,2025-04-01,Resolved
East Nagpur,Gandhibagh,Fraud,19:15,2025-06-13,Resolved
East Nagpur,Gandhibagh,Robbery,22:00,2025-04-09,Resolved
East Nagpur,Lakadganj,Assault,17:30,2025-05-01,Pending
South Nagpur,Sakkardara,Theft,04:30,2025-03-17,Pending
South Nagpur,Mangalwari,Robbery,02:15,2025-06-09,Resolved
East Nagpur,Lakadganj,Robbery,22:00,2025-06-12,Resolved
East Nagpur,Itwari,Robbery,19:45,,Resolved
West Nagpur,Bharat Nagar,Theft,16:15,2025-05-22,Resolved
West Nagpur,Gittikhadan,Theft,18:00,2025-06-05,Resolved
South Nagpur,Sakkardara,Assault,12:45,2025-06-26,Pending
West Nagpur,Dharampeth,Assault,04:00,2025-01-10,Resolved
East Nagpur,Itwari,Theft,22:00,2025-05-18,Pending
South Nagpur,Mangalwari,Harassment,21:00,2025-04-06,Resolved
North Nagpur,Indora,Chain Snatching,07:45,2025-02-05,Pending
West Nagpur,Dharampeth,Chain Snatching,05:45,2025-03-03,Resolved
East Nagpur,Hanuman Nagar,Theft,01:15,2025-01-23,Resolved
West Nagpur,Wadi,Harassment,06:15,2025-03-28,Resolved
East Nagpur,Itwari,Chain Snatching,23:45,2025-04-30,Pending
South Nagpur,Ajni,Harassment,12:45,2025-03-31,Pending
South Nagpur,Sakkardara,Robbery,10:15,2025-01-06,Resolved
West Nagpur,Wadi,Robbery,03:45,2025-06-19,Resolved
South Nagpur,Ajni,Fraud,13:00,2025-04-01,Pending
North Nagpur,Jaripatka,Assault,07:15,2025-06-09,Pending
East Nagpur,Gandhibagh,Chain Snatching,14:30,2025-03-15,Pending
East Nagpur,Gandhibagh,Fraud,01:00,2025-04-07,Resolved
North Nagpur,Panchpaoli,Harassment,11:15,2025-03-17,Resolved
East Nagpur,Lakadganj,Fraud,07:30,2025-03-13,Pending
North Nagpur,Mankapur,Assault,01:00,2025-05-27,Pending
East Nagpur,Itwari,Theft,05:00,2025-06-21,Resolved
South Nagpur,Mangalwari,Theft,07:30,2025-05-26,Resolved
South Nagpur,Hudkeshwar,Theft,19:00,2025-06-08,Pending
North Nagpur,Jaripatka,Theft,03:30,2025-06-28,Pending
North Nagpur,Jaripatka,Harassment,11:45,2025-03-17,Resolved
East Nagpur,Hanuman Nagar,Harassment,09:00,2025-01-11,Resolved
West Nagpur,Dharampeth,Assault,15:45,2025-06-14,Pending
West Nagpur,Gittikhadan,Chain Snatching,15:45,2025-04-15,Resolved
North Nagpur,Mankapur,Assault,13:00,2025-04-05,Pending
East Nagpur,Hanuman Nagar,Assault,06:00,2025-04-05,Resolved
South Nagpur,Ajni,Theft,02:45,2025-05-19,Pending
South Nagpur,Ajni,Assault,13:30,2025-05-30,Resolved
East Nagpur,Itwari,,21:45,2025-04-27,Pending
West Nagpur,Bharat Nagar,,13:30,2025-04-12,Pending
West Nagpur,Bharat Nagar,Harassment,03:30,2025-05-04,Pending
North Nagpur,Mankapur,Fraud,07:30,2025-05-11,Pending
South Nagpur,Sakkardara,Fraud,08:30,2025-03-31,Pending
North Nagpur,Mankapur,Theft,17:15,2025-06-06,Resolved
East Nagpur,Hanuman Nagar,Chain Snatching,16:00,2025-02-22,Pending
North Nagpur,Indora,Harassment,01:30,2025-06-09,Resolved
East Nagpur,Lakadganj,Chain Snatching,06:00,2025-03-28,Pending
North Nagpur,Panchpaoli,Assault,17:15,2025-06-28,Resolved
West Nagpur,Dharampeth,Robbery,12:00,2025-04-28,Pending
West Nagpur,Gittikhadan,Robbery,22:45,2025-01-22,Resolved
East Nagpur,Lakadganj,Robbery,18:00,2025-06-18,Pending
North Nagpur,Mankapur,Harassment,04:45,2025-07-05,Pending
North Nagpur,Mankapur,Chain Snatching,07:30,2025-06-07,Pending
West Nagpur,Dharampeth,Chain Snatching,11:15,2025-02-03,Resolved
West Nagpur,Gittikhadan,Assault,23:45,2025-06-29,Pending
West Nagpur,Bharat Nagar,Assault,10:00,2025-06-23,Resolved
North Nagpur,Mankapur,Theft,16:15,2025-06-20,Resolved
East Nagpur,Gandhibagh,Robbery,10:45,2025-04-09,Resolved
North Nagpur,Mankapur,Assault,20:30,2025-07-06,Resolved
West Nagpur,Dharampeth,,06:45,2025-03-25,Resolved
East Nagpur,Lakadganj,Fraud,17:00,2025-02-09,Pending
East Nagpur,Hanuman Nagar,Fraud,13:45,2025-02-20,Pending
South Nagpur,Sakkardara,Theft,10:45,2025-04-17,Resolved
North Nagpur,Indora,Theft,22:00,2025-06-02,Resolved
East Nagpur,Hanuman Nagar,Harassment,15:45,2025-05-31,Pending
North Nagpur,Panchpaoli,Harassment,09:30,2025-03-27,Pending
East Nagpur,Hanuman Nagar,Assault,03:00,2025-06-26,Resolved
East Nagpur,Lakadganj,Chain Snatching,07:15,2025-07-01,Resolved
North Nagpur,Panchpaoli,Theft,09:45,2025-02-17,Pending
West Nagpur,Bharat Nagar,Assault,07:00,2025-02-05,Pending
North Nagpur,Jaripatka,Harassment,20:00,2025-05-07,Resolved
South Nagpur,Sakkardara,Chain Snatching,23:00,2025-02-14,Resolved
South Nagpur,Ajni,Fraud,16:00,2025-02-08,Resolved
West Nagpur,Wadi,Robbery,10:45,2025-02-21,Resolved
East Nagpur,Gandhibagh,Fraud,14:30,2025-04-23,Resolved
West Nagpur,Dharampeth,Theft,17:30,,Pending
South Nagpur,Sakkardara,Harassment,23:30,2025-03-27,Resolved
South Nagpur,Mangalwari,Theft,15:15,2025-04-29,Resolved
East Nagpur,Gandhibagh,Harassment,22:45,2025-02-08,Resolved
South Nagpur,Mangalwari,Chain Snatching,02:30,2025-03-27,Resolved
East Nagpur,Gandhibagh,Assault,05:45,2025-03-01,Resolved
West Nagpur,Bharat Nagar,Robbery,09:30,2025-03-27,Resolved
West Nagpur,Dharampeth,Chain Snatching,04:00,,Pending
West Nagpur,Wadi,Harassment,01:30,2025-03-27,Resolved
North Nagpur,Jaripatka,,02:30,2025-02-07,Resolved
East Nagpur,Lakadganj,Theft,09:15,2025-01-18,Pending
North Nagpur,Mankapur,Theft,13:45,2025-04-25,Pending
South Nagpur,Mangalwari,Harassment,02:00,2025-02-02,Pending
North Nagpur,Panchpaoli,Theft,14:30,2025-05-04,Pending
South Nagpur,Sakkardara,Theft,03:00,2025-02-06,Pending
South Nagpur,Mangalwari,Robbery,16:30,2025-05-27,Pending
West Nagpur,Gittikhadan,Harassment,02:15,,Pending
East Nagpur,Itwari,Theft,20:15,2025-05-18,Pending
South Nagpur,Mangalwari,Assault,07:00,2025-01-28,Pending
West Nagpur,Wadi,Robbery,13:00,2025-05-15,Resolved
West Nagpur,Wadi,Fraud,01:30,2025-03-12,Pending
South Nagpur,Sakkardara,Robbery,21:30,2025-04-14,Resolved
West Nagpur,Wadi,Theft,02:00,2025-06-18,Pending
South Nagpur,Sakkardara,Chain Snatching,09:15,2025-02-22,Resolved
East Nagpur,Hanuman Nagar,Assault,12:45,2025-03-01,Pending
East Nagpur,Gandhibagh,Robbery,01:45,2025-04-19,Pending
West Nagpur,Bharat Nagar,Fraud,14:15,2025-06-09,Pending
East Nagpur,Lakadganj,Chain Snatching,11:15,2025-01-22,Resolved
South Nagpur,Sakkardara,Fraud,16:00,2025-02-13,Pending
North Nagpur,Indora,Harassment,02:15,2025-07-07,Resolved
East Nagpur,Gandhibagh,Robbery,01:00,2025-01-15,Pending
East Nagpur,Lakadganj,Harassment,07:45,2025-02-09,Pending
South Nagpur,Sakkardara,Chain Snatching,05:45,2025-03-22,Resolved
North Nagpur,Jaripatka,Robbery,22:30,2025-07-03,Pending
West Nagpur,Bharat Nagar,Harassment,23:00,2025-03-26,Pending
North Nagpur,Jaripatka,Assault,18:00,2025-03-13,Resolved
West Nagpur,Gittikhadan,Assault,08:00,2025-04-04,Resolved
East Nagpur,Gandhibagh,Harassment,19:45,2025-03-26,Resolved
East Nagpur,Itwari,Robbery,03:00,2025-03-13,Pending
East Nagpur,Lakadganj,Harassment,09:15,2025-02-15,Pending
East Nagpur,Gandhibagh,Assault,21:00,2025-05-07,Pending
North Nagpur,Panchpaoli,Chain Snatching,17:15,2025-07-04,Resolved
West Nagpur,Gittikhadan,Fraud,00:45,2025-03-14,Resolved
North Nagpur,Indora,Fraud,05:45,2025-01-12,Resolved
East Nagpur,Gandhibagh,Theft,,2025-06-08,Resolved
South Nagpur,Ajni,Fraud,05:00,2025-02-27,Resolved
West Nagpur,Dharampeth,Chain Snatching,19:15,2025-02-13,Pending
East Nagpur,Hanuman Nagar,Harassment,15:45,2025-02-15,Pending
North Nagpur,Panchpaoli,Assault,02:15,2025-04-09,Resolved
East Nagpur,Lakadganj,Chain Snatching,02:30,2025-06-12,Resolved
North Nagpur,Indora,Fraud,18:30,2025-05-12,Pending
East Nagpur,Itwari,Fraud,18:30,2025-05-04,Resolved
West Nagpur,Gittikhadan,Theft,07:00,2025-01-29,Resolved
West Nagpur,Gittikhadan,Robbery,11:30,2025-02-03,Pending
West Nagpur,Dharampeth,Robbery,23:30,2025-05-07,Pending
North Nagpur,Mankapur,Assault,21:30,2025-02-02,Resolved
West Nagpur,Dharampeth,Chain Snatching,19:15,2025-06-18,Resolved
East Nagpur,Gandhibagh,Harassment,08:00,2025-01-25,Pending
East Nagpur,Itwari,Robbery,13:15,2025-04-07,Pending
West Nagpur,Dharampeth,Robbery,02:30,2025-06-03,Pending
East Nagpur,Gandhibagh,Chain Snatching,11:00,2025-01-22,Resolved
East Nagpur,Lakadganj,Assault,06:45,2025-07-01,Pending
South Nagpur,Mangalwari,Harassment,10:30,2025-06-10,Resolved
East Nagpur,Gandhibagh,Assault,14:30,2025-05-21,Pending
South Nagpur,Mangalwari,Robbery,20:45,2025-03-23,Resolved
West Nagpur,Bharat Nagar,Harassment,08:45,2025-05-12,Pending
West Nagpur,Wadi,Harassment,20:45,2025-03-27,Pending
East Nagpur,Hanuman Nagar,Chain Snatching,22:30,2025-01-12,Resolved
South Nagpur,Mangalwari,Robbery,14:00,2025-06-24,Resolved
South Nagpur,Ajni,Harassment,11:45,2025-06-09,Pending
East Nagpur,Gandhibagh,Chain Snatching,22:30,,Resolved
West Nagpur,Dharampeth,Chain Snatching,18:30,2025-02-03,Pending
North Nagpur,Mankapur,Harassment,19:15,2025-02-01,Pending
North Nagpur,Jaripatka,Robbery,20:15,2025-03-31,Resolved
West Nagpur,Gittikhadan,Robbery,12:00,2025-06-28,Pending
West Nagpur,Wadi,Chain Snatching,22:45,2025-06-24,Resolved
North Nagpur,Jaripatka,Theft,19:30,2025-04-09,Pending
South Nagpur,Sakkardara,Robbery,22:30,2025-05-29,Resolved
East Nagpur,Itwari,Assault,,2025-07-07,Pending
South Nagpur,Mangalwari,Robbery,09:45,2025-02-18,Pending
West Nagpur,Bharat Nagar,Fraud,18:15,2025-06-26,Resolved
North Nagpur,Mankapur,Harassment,09:15,2025-05-08,Resolved
North Nagpur,Indora,Harassment,17:15,2025-03-27,Pending
West Nagpur,Dharampeth,Fraud,18:15,2025-05-29,Pending
North Nagpur,Jaripatka,Robbery,01:00,2025-05-27,Pending
South Nagpur,Ajni,Chain Snatching,20:30,2025-06-27,Resolved
East Nagpur,Gandhibagh,Robbery,13:45,2025-02-15,Pending
North Nagpur,Jaripatka,Theft,07:15,2025-04-06,Pending
South Nagpur,Hudkeshwar,Chain Snatching,17:15,2025-06-22,Resolved
West Nagpur,Dharampeth,Chain Snatching,18:15,2025-03-21,Resolved
East Nagpur,Lakadganj,Chain Snatching,04:45,2025-06-18,Resolved
North Nagpur,Jaripatka,Theft,04:00,2025-06-21,Pending
South Nagpur,Hudkeshwar,Chain Snatching,04:45,2025-05-25,Pending
East Nagpur,Gandhibagh,Fraud,22:00,2025-01-12,Resolved
West Nagpur,Gittikhadan,Theft,05:15,2025-04-10,Pending
West Nagpur,Gittikhadan,Fraud,05:00,2025-03-19,Pending
East Nagpur,Hanuman Nagar,Robbery,00:15,2025-05-01,Pending
North Nagpur,Indora,Chain Snatching,03:45,2025-03-25,Pending
South Nagpur,Sakkardara,Theft,16:15,2025-04-28,Resolved
North Nagpur,Indora,Assault,13:15,2025-05-15,Pending
West Nagpur,Gittikhadan,Robbery,16:15,2025-02-06,Resolved
South Nagpur,Ajni,Robbery,06:15,2025-05-12,Resolved
West Nagpur,Dharampeth,Theft,04:15,2025-05-12,Resolved
North Nagpur,Mankapur,Harassment,09:15,2025-03-14,Pending
North Nagpur,Mankapur,Theft,09:00,2025-06-30,Resolved
North Nagpur,Panchpaoli,Robbery,18:30,2025-02-21,Pending
West Nagpur,Wadi,Chain Snatching,,2025-05-28,Resolved
North Nagpur,Panchpaoli,Chain Snatching,00:00,2025-05-04,Pending
North Nagpur,Jaripatka,Chain Snatching,21:45,2025-04-22,Resolved
North Nagpur,Indora,Theft,08:45,,Resolved
West Nagpur,Gittikhadan,Chain Snatching,03:30,2025-02-13,Pending
North Nagpur,Panchpaoli,Harassment,12:00,2025-05-10,Pending
South Nagpur,Sakkardara,Theft,03:30,2025-04-27,Pending
West Nagpur,Dharampeth,Robbery,03:45,2025-03-14,Resolved
North Nagpur,Jaripatka,Fraud,22:00,2025-02-12,Pending
West Nagpur,Bharat Nagar,Harassment,10:30,2025-01-29,Resolved
East Nagpur,Lakadganj,Theft,09:30,2025-03-09,Pending
South Nagpur,Hudkeshwar,Fraud,22:00,2025-04-16,Pending
South Nagpur,Sakkardara,Harassment,11:00,2025-04-29,Resolved
North Nagpur,Panchpaoli,Robbery,07:30,2025-03-14,Resolved
East Nagpur,Gandhibagh,Assault,05:30,2025-05-11,Resolved
West Nagpur,Dharampeth,Chain Snatching,01:15,2025-05-21,Resolved
West Nagpur,Dharampeth,Fraud,20:45,2025-06-01,Pending
North Nagpur,Mankapur,Theft,20:45,2025-07-07,Pending
West Nagpur,Gittikhadan,Chain Snatching,04:15,2025-04-23,Pending
North Nagpur,Panchpaoli,Assault,19:00,2025-02-12,Pending
East Nagpur,Lakadganj,Robbery,05:45,2025-05-25,Pending
North Nagpur,Jaripatka,Chain Snatching,00:30,2025-05-07,Resolved
West Nagpur,Wadi,Chain Snatching,17:00,2025-02-06,Pending
West Nagpur,Gittikhadan,Robbery,05:00,2025-04-04,Resolved
East Nagpur,Gandhibagh,Harassment,04:30,2025-02-11,Resolved
North Nagpur,Mankapur,Assault,21:45,2025-03-30,Pending
North Nagpur,Panchpaoli,Chain Snatching,12:00,2025-06-29,Pending
West Nagpur,Dharampeth,Theft,06:45,2025-05-06,Resolved
North Nagpur,Indora,Harassment,08:30,2025-04-24,Pending
South Nagpur,Sakkardara,Theft,18:15,2025-06-04,Resolved
East Nagpur,Itwari,Theft,06:00,2025-03-27,Resolved
South Nagpur,Ajni,Assault,11:45,2025-02-25,Pending
North Nagpur,Mankapur,Robbery,00:15,2025-04-29,Pending
North Nagpur,Mankapur,Theft,13:45,2025-04-26,Pending
West Nagpur,Wadi,Theft,,2025-05-28,Resolved
East Nagpur,Lakadganj,Harassment,08:15,2025-03-26,Pending
South Nagpur,Hudkeshwar,Assault,22:15,2025-05-19,Resolved
South Nagpur,Hudkeshwar,Robbery,12:30,2025-01-24,Resolved
North Nagpur,Panchpaoli,Theft,05:45,2025-01-18,Resolved
West Nagpur,Dharampeth,Fraud,01:00,2025-05-17,Resolved
West Nagpur,Bharat Nagar,,08:00,2025-03-08,Resolved
East Nagpur,Itwari,Robbery,,2025-06-09,Resolved
East Nagpur,Lakadganj,Chain Snatching,04:30,2025-02-12,Pending
East Nagpur,Itwari,Chain Snatching,03:45,2025-04-13,Pending
South Nagpur,Hudkeshwar,Assault,07:45,2025-03-11,Pending
East Nagpur,Itwari,,08:15,2025-06-16,Pending
North Nagpur,Panchpaoli,Assault,00:45,2025-01-26,Resolved
East Nagpur,Itwari,Harassment,09:15,2025-02-02,Pending
North Nagpur,Indora,Robbery,,2025-06-04,Pending
East Nagpur,Lakadganj,Robbery,07:00,2025-02-09,Pending
East Nagpur,Hanuman Nagar,Harassment,19:00,2025-05-28,Pending
South Nagpur,Ajni,Assault,02:15,2025-06-29,Pending
West Nagpur,Dharampeth,Harassment,04:30,2025-03-21,Pending
North Nagpur,Panchpaoli,Harassment,13:45,2025-06-11,Resolved
East Nagpur,Gandhibagh,Robbery,,2025-03-13,Pending
North Nagpur,Panchpaoli,Fraud,17:45,2025-04-12,Resolved
West Nagpur,Gittikhadan,Chain Snatching,14:45,2025-03-30,Pending
North Nagpur,Mankapur,Fraud,11:15,2025-05-30,Resolved
South Nagpur,Ajni,Robbery,07:15,2025-01-16,Pending
West Nagpur,Gittikhadan,Theft,10:45,2025-01-21,Pending
East Nagpur,Lakadganj,Theft,18:00,2025-04-10,Resolved
North Nagpur,Jaripatka,Harassment,21:45,2025-01-17,Pending
West Nagpur,Wadi,Chain Snatching,08:30,2025-03-06,Resolved
North Nagpur,Jaripatka,Theft,08:45,2025-04-11,Resolved
South Nagpur,Ajni,Fraud,05:00,2025-06-22,Resolved
East Nagpur,Itwari,Chain Snatching,03:15,2025-05-08,Pending
North Nagpur,Mankapur,Robbery,05:00,2025-07-05,Pending
West Nagpur,Bharat Nagar,Assault,06:45,2025-04-27,Pending
North Nagpur,Panchpaoli,Harassment,23:15,2025-01-27,Resolved
North Nagpur,Mankapur,Chain Snatching,02:30,2025-03-09,Resolved
South Nagpur,Hudkeshwar,Harassment,16:30,2025-01-09,Pending
North Nagpur,Mankapur,Theft,12:30,2025-01-21,Resolved
North Nagpur,Panchpaoli,Assault,08:00,2025-06-22,Resolved
West Nagpur,Bharat Nagar,Chain Snatching,00:30,2025-03-14,Resolved
West Nagpur,Wadi,Chain Snatching,14:45,2025-05-26,Pending
South Nagpur,Hudkeshwar,Robbery,22:00,2025-04-05,Resolved
North Nagpur,Jaripatka,Harassment,11:30,2025-03-06,Resolved
East Nagpur,Gandhibagh,Theft,15:30,2025-01-31,Pending
South Nagpur,Mangalwari,Assault,13:15,2025-01-27,Pending
East Nagpur,Lakadganj,Assault,10:15,2025-05-14,Resolved
North Nagpur,Mankapur,Fraud,01:45,2025-02-01,Resolved
North Nagpur,Indora,Harassment,19:45,2025-04-17,Resolved
East Nagpur,Gandhibagh,Assault,04:30,2025-01-31,Pending
North Nagpur,Mankapur,Fraud,15:30,2025-05-27,Pending
East Nagpur,Itwari,Robbery,00:30,2025-03-21,Pending
